iter	Logloss
250	0.2927479785
251	0.2920235297
252	0.2916147133
253	0.2908460309
254	0.2902412071
255	0.2897835712
256	0.2890328521
257	0.2884376922
258	0.2879438595
259	0.2873658223
260	0.2869202713
261	0.2862538302
262	0.2856298538
263	0.2851295109
264	0.2847490845
265	0.2843467783
266	0.2837824658
267	0.2832914821
268	0.2827745233
269	0.2827095147
270	0.2820573082
271	0.2814044834
272	0.2807644065
273	0.2803266779
274	0.2797481073
275	0.2791919244
276	0.2787916673
277	0.2779898411
278	0.2773720143
279	0.2767199947
280	0.2762307085
281	0.2757109147
282	0.2751572807
283	0.2745830491
284	0.2743141813
285	0.2737512268
286	0.2733909552
287	0.2728266046
288	0.2722904314
289	0.2715496054
290	0.270897884
291	0.2704893341
292	0.2697753251
293	0.2693665952
294	0.2688749385
295	0.2686902032
296	0.2680866669
297	0.2677494462
298	0.2672224652
299	0.2668825915
300	0.266036551
301	0.2657293116
302	0.2650126507
303	0.2646516758
304	0.2640089734
305	0.2635764051
306	0.2630557102
307	0.2625142829
308	0.2618820243
309	0.2613836963
310	0.2607134794
311	0.2602177914
312	0.2595547927
313	0.2591253361
314	0.258829356
315	0.258448091
316	0.2579645163
317	0.2576484492
318	0.2570049233
319	0.2566523492
320	0.2564177853
321	0.256111252
322	0.2554336427
323	0.2550395009
324	0.2545586313
325	0.2542042324
326	0.2537338981
327	0.2536162231
328	0.253065359
329	0.2525314052
330	0.2519825958
331	0.2518627695
332	0.2517045288
333	0.2511967275
334	0.250796728
335	0.2505287088
336	0.2501498895
337	0.2498979391
338	0.2498295684
339	0.2493238533
340	0.2487295331
341	0.2482744544
342	0.2479396607
343	0.2476576918
344	0.2473458892
345	0.2469047935
346	0.2466186561
347	0.2462458814
348	0.2458081777
349	0.2454815579
350	0.2449484161
351	0.2446759672
352	0.2442505645
353	0.2437705901
354	0.2433427719
355	0.2429204232
356	0.24259727
357	0.2422472714
358	0.2417614457
359	0.2414492926
360	0.2409417254
361	0.2404834263
362	0.2399965965
363	0.2395694788
364	0.239167731
365	0.2384480924
366	0.2380777319
367	0.2376049172
368	0.2372858998
369	0.2370581206
370	0.2367088966
371	0.2363180681
372	0.2359127494
373	0.2353639461
374	0.2350999327
375	0.2347317292
376	0.2342502006
377	0.2339249893
378	0.2334404191
379	0.2331236493
380	0.2326934474
381	0.232139057
382	0.2317593609
383	0.231336185
384	0.2310108455
385	0.2306588573
386	0.2303054746
387	0.2299157433
388	0.2294940699
389	0.2293026564
390	0.2288503076
391	0.228473378
392	0.2282499319
393	0.22787097
394	0.2274752884
395	0.2271823899
396	0.2269332777
397	0.226532921
398	0.2261659425
399	0.2258262995
400	0.2253358219
401	0.2248911433
402	0.2246426552
403	0.2242183414
404	0.2238571293
405	0.2233516058
406	0.223114821
407	0.2226905034
408	0.2222710731
409	0.2218485542
410	0.2215525984
411	0.2213329892
412	0.2208842372
413	0.2205790647
414	0.2202369414
415	0.2200015128
416	0.2197479411
417	0.2193957989
418	0.2190206243
419	0.2186200092
420	0.2182731969
421	0.2178795814
422	0.2176895508
423	0.2173088471
424	0.2170129771
425	0.2167263474
426	0.2163465202
427	0.216092718
428	0.2157099373
429	0.2153523836
430	0.2151124623
431	0.2148434447
432	0.2147104993
433	0.2145616217
434	0.2141783813
435	0.2138061669
436	0.2135386479
437	0.2131983609
438	0.2128534554
439	0.2125899218
440	0.2121417299
441	0.2116055255
442	0.2112894571
443	0.2107687654
444	0.2105073113
445	0.210237251
446	0.209930695
447	0.2097716077
448	0.2094884909
449	0.2091838913
450	0.2090148916
451	0.2086993954
452	0.2084115903
453	0.2080674469
454	0.2077577442
455	0.2074818753
456	0.2072099004
457	0.2069869652
458	0.2067101541
459	0.2063406761
460	0.2060859792
461	0.2057486769
462	0.2054429399
463	0.2051796108
464	0.2046903601
465	0.204361719
466	0.2041336041
467	0.2037466299
468	0.2035264768
469	0.2032779731
470	0.2028697801
471	0.2026025888
472	0.2021945481
473	0.2017877334
474	0.2016337405
475	0.2013213804
476	0.2010460025
477	0.2006881801
478	0.2003240098
479	0.1998609176
480	0.199435042
481	0.1990971507
482	0.1990377521
483	0.1986601866
484	0.1983265586
485	0.1979585922
486	0.1977152807
487	0.197346769
488	0.1971723184
489	0.1968232456
490	0.1964924465
491	0.1962836285
492	0.1959656723
493	0.1954476845
494	0.1951561005
495	0.1949508925
496	0.1947883866
497	0.1943515031
498	0.1940696969
499	0.193931872
500	0.1938120468
501	0.1936072875
502	0.1932908779
503	0.1929686754
504	0.1928673041
505	0.1926203547
506	0.1924001459
507	0.1921448538
508	0.1918108161
509	0.1915421283
510	0.1913400888
511	0.1910415682
512	0.1909612547
513	0.1908126632
514	0.1905709493
515	0.190329185
516	0.1899558481
517	0.1896037022
518	0.1893992767
519	0.1890070462
520	0.18881657
521	0.1886510404
522	0.1883708966
523	0.1880816219
524	0.1878707545
525	0.1875277097
526	0.18729199
527	0.1871015311
528	0.1866523474
529	0.1863213988
530	0.1858857163
531	0.1855179002
532	0.1854903516
533	0.1852837342
534	0.1849741936
535	0.184647249
536	0.1842864617
537	0.1841611655
538	0.1839277959
539	0.1835941848
540	0.1833508467
541	0.1830692454
542	0.1829320462
543	0.1826662631
544	0.1822933494
545	0.1819527967
546	0.1816225476
547	0.1812891725
548	0.1808315924
549	0.180636914
550	0.1803993852
551	0.1800801753
552	0.1798690187
553	0.1796928194
554	0.1794829215
555	0.1792961971
556	0.1792450193
557	0.1790049238
558	0.1787743874
559	0.1786906976
560	0.178335015
561	0.1780875066
562	0.1778109948
563	0.1775029812
564	0.1773238288
565	0.1771176811
566	0.1769835114
567	0.1766895225
568	0.1764057425
569	0.1763662365
570	0.1761623098
571	0.1759986753
572	0.1756846708
573	0.1754385427
574	0.1752858116
575	0.1750858877
576	0.1747859953
577	0.174433091
578	0.1743096551
579	0.1740184141
580	0.1738525146
581	0.17361497
582	0.1732329724
583	0.1731733172
584	0.1729541164
585	0.1727155113
586	0.1723764298
587	0.1720363288
588	0.1719145025
589	0.1716834578
590	0.1715184512
591	0.1713891102
592	0.1711205934
593	0.170891518
594	0.1706800233
595	0.170389823
596	0.1703660598
597	0.1701886562
598	0.1699479789
599	0.1696685365
600	0.1694716943
601	0.1693785463
602	0.169179221
603	0.1690856146
604	0.1689776927
605	0.1686316602
606	0.1682165653
607	0.1680211148
608	0.1678242245
609	0.1675504256
610	0.1672985158
611	0.1672098329
612	0.1668981901
613	0.1667449857
614	0.1664881423
615	0.1662386504
616	0.1659923645
617	0.1658017391
618	0.1654338024
619	0.1653282756
620	0.1652101107
621	0.1651890924
622	0.1649971548
623	0.1647090421
624	0.1644855557
625	0.164172783
626	0.1640400971
627	0.1637869443
628	0.1636597165
629	0.1634557045
630	0.1632682958
631	0.1630607767
632	0.1628003096
633	0.1626370451
634	0.1624572093
635	0.1622266365
636	0.162018865
637	0.1617896176
638	0.161628964
639	0.1614473934
640	0.1612532207
641	0.1611238967
642	0.1608903307
643	0.1605865631
644	0.1603044758
645	0.1600919912
646	0.1598384287
647	0.1595970049
648	0.1594950218
649	0.1592676073
650	0.1591196181
651	0.1587666679
652	0.1586133851
653	0.1583309627
654	0.1581735021
655	0.1579321166
656	0.1577212591
657	0.1575689093
658	0.1573780532
659	0.1571783713
660	0.1570142918
661	0.1567699636
662	0.1564962027
663	0.156305289
664	0.1560432998
665	0.1558715968
666	0.1555646506
667	0.1554046732
668	0.1552676247
669	0.1551529179
670	0.1550397666
671	0.1548613328
672	0.1546570368
673	0.1546421707
674	0.1544193975
675	0.1542930114
676	0.1540661227
677	0.1538387396
678	0.1536105573
679	0.1534829396
680	0.1533872961
681	0.1532910641
682	0.1530538996
683	0.1527902357
684	0.15268875
685	0.1524092754
686	0.1522979124
687	0.1520981719
688	0.1518845973
689	0.1517079244
690	0.1513644658
691	0.1511759136
692	0.1509119173
693	0.1508273005
694	0.1506290541
695	0.1504700797
696	0.1503223688
697	0.150165729
698	0.149896528
699	0.1495614949
700	0.1493027152
701	0.1491536866
702	0.1489764835
703	0.1487985689
704	0.1484422004
705	0.1481864085
706	0.147912256
707	0.1477273602
708	0.1475945899
709	0.1475217852
710	0.147332465
711	0.147263379
712	0.1471206182
713	0.1468189814
714	0.146508453
715	0.1462444478
716	0.1460858243
717	0.1458810692
718	0.1457908416
719	0.1456418891
720	0.145451192
721	0.1453574629
722	0.145236519
723	0.1450109731
724	0.1447874179
725	0.1445154871
726	0.1443503935
727	0.1440976338
728	0.1438568847
729	0.1437197887
730	0.1435545851
731	0.1434185128
732	0.1431714485
733	0.1429274894
734	0.1427419962
735	0.1424806916
736	0.1421746571
737	0.1420170917
738	0.1417464287
739	0.1415970592
740	0.1414161563
741	0.1412173173
742	0.1410570089
743	0.1408343484
744	0.1406328507
745	0.1403783092
746	0.140156654
747	0.1399774754
748	0.1398140486
749	0.139653415
750	0.1393484334
751	0.1391214732
752	0.1388929252
753	0.1387619842
754	0.138593615
755	0.1384862367
756	0.1384336097
757	0.1382039237
758	0.138071812
759	0.1379493082
760	0.1378672517
761	0.1377828824
762	0.1376455304
763	0.1375568095
764	0.13728315
765	0.13708961
766	0.1369024929
767	0.1368359554
768	0.1366304466
769	0.1365229883
770	0.1363931469
771	0.1362826161
772	0.1360780916
773	0.1358066558
774	0.1356946171
775	0.1355512408
776	0.1354658111
777	0.1352827543
778	0.1350935852
779	0.1349396983
780	0.1347160737
781	0.1344447854
782	0.1341463029
783	0.133895715
784	0.1336970841
785	0.1335415495
786	0.1333760378
787	0.1332562444
788	0.1330742057
789	0.1329321778
790	0.132721012
791	0.1325641069
792	0.1323913429
793	0.1322137439
794	0.132032768
795	0.1318554749
796	0.1316392978
797	0.1315293141
798	0.1314137894
799	0.1313332397
800	0.1311138961
801	0.1308542554
802	0.1307824492
803	0.1305784645
804	0.1303960191
805	0.1302490062
806	0.1300058917
807	0.1297816786
808	0.1295633063
809	0.1294230794
810	0.1291965777
811	0.1290747784
812	0.1287721944
813	0.1286097802
814	0.1285254588
815	0.1283659084
816	0.1282442413
817	0.12817247
818	0.1280057009
819	0.1277778238
820	0.127573895
821	0.127395898
822	0.1272850933
823	0.1271260039
824	0.1269652265
825	0.1267248988
826	0.1265495485
827	0.1264117474
828	0.1262423224
829	0.126145572
830	0.1260291655
831	0.1259402014
832	0.1257458482
833	0.1256305236
834	0.1254142607
835	0.1253386485
836	0.1251999584
837	0.1250739669
838	0.1249488351
839	0.1248217428
840	0.124648629
841	0.1244946239
842	0.1244059057
843	0.1243332596
844	0.1241805757
845	0.1240226926
846	0.1238796523
847	0.1237717094
848	0.1236842908
849	0.1235032529
850	0.1233532389
851	0.1231800957
852	0.123047484
853	0.1229467271
854	0.122807065
855	0.1226912241
856	0.1225407992
857	0.1224097686
858	0.122242055
859	0.1221739395
860	0.1219618731
861	0.1217722156
862	0.1216735256
863	0.1215355895
864	0.1214512023
865	0.1214088588
866	0.121284448
867	0.1211705702
868	0.1210400608
869	0.1209430388
870	0.1208494181
871	0.1207658272
872	0.1205927981
873	0.12053614
874	0.1205104631
875	0.120335112
876	0.1202362495
877	0.1201662065
878	0.1199898265
879	0.1198582855
880	0.1197355359
881	0.1196846719
882	0.1195497671
883	0.1193965419
884	0.1191512078
885	0.1190448075
886	0.1189273262
887	0.1187533381
888	0.1185646204
889	0.1184931051
890	0.1183658666
891	0.1182711191
892	0.1181385542
893	0.1180272827
894	0.117918363
895	0.1178721939
896	0.117734558
897	0.1175443731
898	0.1174144266
899	0.1172453865
900	0.1170614301
901	0.1169799074
902	0.116829737
903	0.1166970261
904	0.1165964983
905	0.1163560153
906	0.1161888836
907	0.1159932488
908	0.1158117229
909	0.1157019713
910	0.1155727236
911	0.1154846329
912	0.1152762513
913	0.1152244151
914	0.1151245177
915	0.1150035656
916	0.1148836581
917	0.1147208412
918	0.1146146567
919	0.114503048
920	0.1143869419
921	0.1142849978
922	0.1142130918
923	0.1140244671
924	0.1139265609
925	0.1137613361
926	0.1136275711
927	0.113476323
928	0.1133693526
929	0.1132610457
930	0.1131165762
931	0.1130401513
932	0.1129414457
933	0.112889675
934	0.1128167807
935	0.1126690757
936	0.1125341209
937	0.112395456
938	0.1122349424
939	0.1121774809
940	0.1119965944
941	0.1118102836
942	0.1116871533
943	0.1116350575
944	0.1115262264
945	0.1113846505
946	0.1112830999
947	0.1111696469
948	0.1109501354
949	0.1108178306
950	0.1106857069
951	0.1104784841
952	0.110349406
953	0.1101809289
954	0.1100511837
955	0.1098125727
956	0.1097376901
957	0.109648479
958	0.1096042563
959	0.1094190361
960	0.1093032992
961	0.1091503571
962	0.1090659864
963	0.108970616
964	0.1088584103
965	0.1086889497
966	0.1085514417
967	0.1084617328
968	0.1083006671
969	0.1082364815
970	0.1080642245
971	0.1078353045
972	0.1077048267
973	0.1075367979
974	0.1074298238
975	0.1073303749
976	0.1072017192
977	0.1071408685
978	0.1069883863
979	0.1068923294
980	0.1068269261
981	0.1066965028
982	0.1065031418
983	0.1063036004
984	0.106131929
985	0.1059997184
986	0.1058224701
987	0.105672823
988	0.1056074535
989	0.1054662369
990	0.1054256591
991	0.105345499
992	0.1052196881
993	0.1050306923
994	0.1049884155
995	0.1048869507
996	0.1047039182
997	0.1045941701
998	0.1044671379
999	0.1044311537
